461499177,1284563454,Calle Jerusal?Žn,122.531
461499177,1284563574,Calle Ugarte,122.735
461499178,911059921,Calle Santa Marta,120.897
461499178,1284563421,Calle Rivero,123.636
461499178,4427963954,Calle Rivero,83.711
461499178,10885702045,Calle Santa Marta,123.334
462009629,1264349178,Calle Mercaderes,123.525
462009629,4049211653,Calle Mercaderes,48.226
462009629,914202058,Calle Rivero,121.847
462009629,4049211656,Calle Nicol?ís de Pi?Žrola,49.32
462009631,914202058,Calle San Jos?Ž,121.983
462009631,1264349178,Calle Peral,120.573
462009631,911059921,Calle Peral,124.063
462009631,4110755574,Calle San Jos?Ž,51.771
472283032,1284479843,Veliz,76.191
472283032,5379249150,Calle Rivero,32.118
472283032,914626999,Calle Rivero,80.377
472283033,531252148,Calle Rivero,7.409
472283033,10997907532,Juan del la Torre,73.03
472283033,531270096,Calle Rivero,53.89
472283033,5379249145,Juan del la Torre,62.67
531251853,1264342868,,33.352
531251864,1284479893,Pasaje Violin,113.881
531251864,8692107835,Juan del la Torre,125.018
531251864,10885702067,Juan del la Torre,105.031
531251889,10885702051,Juan del la Torre,1.891
531251889,1284479860,Calle Jerusal?Žn,202.576
531251889,6061568161,Thomas ?ülvares,8.193
531251889,8692107835,Juan del la Torre,99.3
531251996,1284479843,Carlos Llosa,57.691
531251996,531252143,Calle Rivero,44.261
531251996,5379249150,Calle Rivero,28.66
531252021,1284479860,Carlos Llosa,70.545
531252021,6061568168,Pasaje Violin,13.927
531252021,873868065,Pasaje Los Cristales,19.662
531252021,1264330798,Desaguadero,28.477
531252021,1264301856,,80.234
531252143,2084081650,Calle Rivero,24.663
531252143,531270064,Calle Filtro,116.619
531252148,1284479856,Garanios,71.813
531252148,6061568161,Juan del la Torre,100.88
531252148,531269880,Juan del la Torre,77.456
531263579,2099985001,,8.344
531263579,1284563504,"['Juan del la Torre', 'Avenida Arequipa']",39.81
531269880,531269963,Calle Peral,7.78
531269880,5150516924,Juan del la Torre,10.338
531269963,5150516925,Juan del la Torre,10.631
531269963,10997907532,Juan del la Torre,8.374
531269963,10997907533,Calle Peral,10.996
531270051,531270096,Lucas Poblete,90.553
531270051,10997907533,Calle Peral,71.246
531270051,531270064,Calle Peral,117.097
531270051,531270109,Lucas Poblete,240.879
531270064,4025045388,Calle Peral,99.894
531270064,531270109,Calle Filtro,137.465
531270064,11664040834,,20.903
531270069,4025046911,Calle Peral,10.041
531270069,5180886026,,110.058
531270069,4025045388,Calle Peral,49.656
531270096,2084081650,Calle Rivero,100.02
531270109,5377989886,Calle Saenz Pe??a,29.88
531270109,4536391016,Pasaje Juan Velasco Alvarado,38.72
873867970,10923337582,Avenida Emmel,86.086
873867970,5375720555,Calle Javier Delgado,71.047
873867977,1281950261,Calle Bello Horizonte,10.918
873867977,5460698699,Calle Bello Horizonte,89.991
873867977,10062503680,Avenida Jos?Ž Abelardo Qui??ones,6.928
873868065,6061568168,,11.217
873868065,1264342868,Pasaje Los Cristales,131.904
876655990,876656039,,10.522
876655990,876656091,Calle Toledo,3.015
876655990,876655996,Calle Toledo,18.714
876655994,4766382434,,16.434
876655994,876656108,Calle C??rdoba,48.933
876655994,876655996,Calle Toledo,51.467
876655996,876656064,Calle Sevilla,28.751
876656003,876656003,,12.971
876656003,876656017,,13.932
876656015,876656064,Calle Burgos,23.186
876656015,876656091,"['Calle Burgos', 'Calle Toledo']",62.507
876656015,876656091,,26.062
876656016,876656103,,16.843
876656016,876656094,,14.12
876656016,4318562864,,7.868
876656017,4318560742,,11.155
876656017,876656103,,103.014
876656025,4075488093,Calle la Recoleta,204.308
876656025,5412214077,Calle Beaterio,286.528
876656025,5379805298,Calle Beaterio,61.257
876656046,1264340226,Pasaje de la Catedral,119.093
876656046,1264289888,Santa Catalina,54.934
876656059,876656103,,51.625
876656064,4318560750,Calle Granada,47.15
876656094,876656108,,32.012
